bay_id,st_marker_id,status,location,lat,lon
1260,4450E,Unoccupied,"(-37.813977354508374, 144.9547467827323)",-37.813977354508374,144.9547467827323
4277,C6890,Present,"(-37.809310495093584, 144.9558629671165)",-37.809310495093584,144.9558629671165
4037,C6112,Unoccupied,"(-37.80466292662382, 144.952349715212)",-37.80466292662382,144.952349715212
8153,15199S,Unoccupied,"(-37.81673355931401, 144.9809988170741)",-37.81673355931401,144.9809988170741
5358,8897W,Unoccupied,"(-37.82450433070958, 144.96163789794954)",-37.82450433070958,144.96163789794954
4183,C6636,Unoccupied,"(-37.80849716973863, 144.95928147553542)",-37.80849716973863,144.95928147553542
5820,12568N,Unoccupied,"(-37.81586448563712, 144.98141868728942)",-37.81586448563712,144.98141868728942
6038,13087S,Present,"(-37.82110352876951, 144.9428860551576)",-37.82110352876951,144.9428860551576
4251,C6834,Unoccupied,"(-37.80932853709153, 144.95565051334395)",-37.80932853709153,144.95565051334395
651,C148,Unoccupied,"(-37.80858937372206, 144.97176686215866)",-37.80858937372206,144.97176686215866
5007,9439S,Present,"(-37.830201318720114, 144.96612070938122)",-37.830201318720114,144.96612070938122
3968,C5904,Present,"(-37.80465556333269, 144.9538636192491)",-37.80465556333269,144.9538636192491
5839,12565S,Unoccupied,"(-37.81604399396138, 144.98134599405873)",-37.81604399396138,144.98134599405873
3264,5820E,Unoccupied,"(-37.806897853481196, 144.953498051854)",-37.806897853481196,144.953498051854
3273,5832E,Unoccupied,"(-37.806691285420385, 144.95353421712434)",-37.806691285420385,144.95353421712434
3356,6044E,Unoccupied,"(-37.80611418666328, 144.95221261672373)",-37.80611418666328,144.95221261672373
5922,12809S,Unoccupied,"(-37.80297901819951, 144.96714913656768)",-37.80297901819951,144.96714913656768
5236,11526N,Unoccupied,"(-37.81194395036159, 144.95130760794655)",-37.81194395036159,144.95130760794655
5584,12202N,Unoccupied,"(-37.80927403563136, 144.9740444973502)",-37.80927403563136,144.9740444973502
657,C172,Unoccupied,"(-37.808232861867594, 144.97160314119196)",-37.808232861867594,144.97160314119196
5890,C9000,Unoccupied,"(-37.8028519401346, 144.96684307221085)",-37.8028519401346,144.96684307221085
3044,5147W,Unoccupied,"(-37.80285324569802, 144.9568774084001)",-37.80285324569802,144.9568774084001
2650,10141W,Unoccupied,"(-37.80250501262054, 144.94809301745207)",-37.80250501262054,144.94809301745207
5894,C9016,Unoccupied,"(-37.80286903189891, 144.96699877834774)",-37.80286903189891,144.96699877834774
6747,6625S,Unoccupied,"(-37.808520094652366, 144.95954463796903)",-37.808520094652366,144.95954463796903
632,91W,Unoccupied,"(-37.80883571544522, 144.97175471476578)",-37.80883571544522,144.97175471476578
6753,13090N,Unoccupied,"(-37.82136677470263, 144.94474255993526)",-37.82136677470263,144.94474255993526
4025,C6088,Unoccupied,"(-37.80500356460843, 144.95228928847817)",-37.80500356460843,144.95228928847817
6742,6581S,Present,"(-37.80841314412618, 144.9599170672416)",-37.80841314412618,144.9599170672416
5601,12221S,Unoccupied,"(-37.80945494058656, 144.97399416594155)",-37.80945494058656,144.97399416594155
5902,C9044,Unoccupied,"(-37.80289673434031, 144.96725077727274)",-37.80289673434031,144.96725077727274
5540,12013W,Unoccupied,"(-37.813342544457015, 144.98293623034903)",-37.813342544457015,144.98293623034903
5522,11977W,Unoccupied,"(-37.81437468978826, 144.98275918545454)",-37.81437468978826,144.98275918545454
3285,5852E,Unoccupied,"(-37.80643916628682, 144.9535782464586)",-37.80643916628682,144.9535782464586
4375,C7184,Unoccupied,"(-37.80749350300659, 144.95305535791255)",-37.80749350300659,144.95305535791255
1274,4466E,Present,"(-37.81360161910824, 144.95457224854204)",-37.81360161910824,144.95457224854204
5508,11949W,Unoccupied,"(-37.81509804827256, 144.9826358111394)",-37.81509804827256,144.9826358111394
6062,13046N,Present,"(-37.82107941377973, 144.94352789890692)",-37.82107941377973,144.94352789890692
6031,13073S,Unoccupied,"(-37.821304574786026, 144.94372722737688)",-37.821304574786026,144.94372722737688
5519,11971W,Unoccupied,"(-37.81453171425345, 144.98273230770295)",-37.81453171425345,144.98273230770295
5797,12522N,Unoccupied,"(-37.81528513069375, 144.97615592231017)",-37.81528513069375,144.97615592231017
8128,15156N,Unoccupied,"(-37.816650137434166, 144.98130396822356)",-37.816650137434166,144.98130396822356
4400,C7234,Unoccupied,"(-37.807887745194996, 144.95224343121595)",-37.807887745194996,144.95224343121595
5523,11979W,Unoccupied,"(-37.81432259979354, 144.9827679803555)",-37.81432259979354,144.9827679803555
5834,12555S,Unoccupied,"(-37.81600397738242, 144.98098276323154)",-37.81600397738242,144.98098276323154
8126,15152N,Unoccupied,"(-37.81666435391564, 144.9814410070728)",-37.81666435391564,144.9814410070728
5525,11983W,Unoccupied,"(-37.814219999526756, 144.982785460789)",-37.814219999526756,144.982785460789
8122,15144N,Unoccupied,"(-37.81669407791513, 144.98171485993547)",-37.81669407791513,144.98171485993547
5527,11987W,Present,"(-37.81411708650631, 144.98280290190883)",-37.81411708650631,144.98280290190883
8133,15166N,Unoccupied,"(-37.81661337143654, 144.9809619187024)",-37.81661337143654,144.9809619187024
3860,C5616,Present,"(-37.80721481684331, 144.9549108590483)",-37.80721481684331,144.9549108590483
4395,C7224,Unoccupied,"(-37.80780659924804, 144.95241056570126)",-37.80780659924804,144.95241056570126
3637,7590N,Unoccupied,"(-37.80556771137624, 144.9540120387018)",-37.80556771137624,144.9540120387018
8123,15146N,Unoccupied,"(-37.816686653828086, 144.98164638908594)",-37.816686653828086,144.98164638908594
4290,C6916,Unoccupied,"(-37.80945131207706, 144.95597777727065)",-37.80945131207706,144.95597777727065
3833,C5542,Unoccupied,"(-37.80667854772118, 144.9540880143075)",-37.80667854772118,144.9540880143075
5883,12914N,Unoccupied,"(-37.79839303700173, 144.96551372538534)",-37.79839303700173,144.96551372538534
1272,4464E,Present,"(-37.81365261136899, 144.9545957601222)",-37.81365261136899,144.9545957601222
2670,10179W,Unoccupied,"(-37.804094284673724, 144.9493444001103)",-37.804094284673724,144.9493444001103
643,C116,Unoccupied,"(-37.80880200226363, 144.97186447690888)",-37.80880200226363,144.97186447690888
5882,12912N,Unoccupied,"(-37.798385444199326, 144.96544383522328)",-37.798385444199326,144.96544383522328
4058,C6154,Unoccupied,"(-37.80401705888572, 144.9524639590897)",-37.80401705888572,144.9524639590897
6035,13081S,Unoccupied,"(-37.821152904500416, 144.94309232883276)",-37.821152904500416,144.94309232883276
2248,3938N,Unoccupied,"(-37.81226727797973, 144.95437225197944)",-37.81226727797973,144.95437225197944
5859,C9138,Present,"(-37.798417779622156, 144.96489529290943)",-37.798417779622156,144.96489529290943
5529,11991W,Unoccupied,"(-37.81401364214847, 144.98282073109584)",-37.81401364214847,144.98282073109584
2637,10107W,Unoccupied,"(-37.80368282112505, 144.94789332681202)",-37.80368282112505,144.94789332681202
3146,5327W,Unoccupied,"(-37.810717056543325, 144.95584229532835)",-37.810717056543325,144.95584229532835
6033,13077S,Unoccupied,"(-37.821270967232365, 144.94358696022024)",-37.821270967232365,144.94358696022024
5362,8905W,Unoccupied,"(-37.82405864585421, 144.96216148541197)",-37.82405864585421,144.96216148541197
5826,12539S,Unoccupied,"(-37.81594173624363, 144.98041689467863)",-37.81594173624363,144.98041689467863
3494,6584N,Present,"(-37.80825984138091, 144.9597589397056)",-37.80825984138091,144.9597589397056
5843,12573S,Unoccupied,"(-37.81607452602595, 144.98161910012794)",-37.81607452602595,144.98161910012794
6192,13274N,Present,"(-37.820201470670746, 144.94223168804564)",-37.820201470670746,144.94223168804564
5805,12538N,Unoccupied,"(-37.81575388301522, 144.9804096233853)",-37.81575388301522,144.9804096233853
856,671W,Unoccupied,"(-37.81445691781761, 144.96873486337353)",-37.81445691781761,144.96873486337353
5534,12001W,Unoccupied,"(-37.81365261265179, 144.98288282649173)",-37.81365261265179,144.98288282649173
5850,C9102,Unoccupied,"(-37.79838809150849, 144.96461950098268)",-37.79838809150849,144.96461950098268
5354,8889W,Present,"(-37.824869818255166, 144.9612076794827)",-37.824869818255166,144.9612076794827
7959,15006E,Present,"(-37.817088368703665, 144.98206749738844)",-37.817088368703665,144.98206749738844
5830,12547S,Unoccupied,"(-37.81597116437966, 144.9806842999829)",-37.81597116437966,144.9806842999829
4275,C6886,Unoccupied,"(-37.80933137021184, 144.95585916591295)",-37.80933137021184,144.95585916591295
5892,C9008,Unoccupied,"(-37.80285872182182, 144.9669047620368)",-37.80285872182182,144.9669047620368
5832,12551S,Unoccupied,"(-37.815988869178675, 144.980844512107)",-37.815988869178675,144.980844512107
2671,10180E,Unoccupied,"(-37.8040527480692, 144.94954174409875)",-37.8040527480692,144.94954174409875
5541,12015W,Unoccupied,"(-37.81329104696481, 144.98294512110553)",-37.81329104696481,144.98294512110553
2659,10166E,Unoccupied,"(-37.80447057318887, 144.94946883084802)",-37.80447057318887,144.94946883084802
5878,12904N,Unoccupied,"(-37.79832412543489, 144.96488078826815)",-37.79832412543489,144.96488078826815
6744,6619S,Unoccupied,"(-37.808463852302836, 144.95974035586147)",-37.808463852302836,144.95974035586147
3368,6179W,Present,"(-37.80406031812777, 144.94317667886412)",-37.80406031812777,144.94317667886412
7061,4696Ea,Unoccupied,"(-37.80474307012923, 144.9590686673693)",-37.80474307012923,144.9590686673693
6066,13054N,Unoccupied,"(-37.82095614688842, 144.94301339738053)",-37.82095614688842,144.94301339738053
639,C100,Unoccupied,"(-37.8088965609683, 144.97190792792816)",-37.8088965609683,144.97190792792816
2680,10189W,Unoccupied,"(-37.80382682159421, 144.94939150990004)",-37.80382682159421,144.94939150990004
3277,5836E,Unoccupied,"(-37.80664488599042, 144.9535424004917)",-37.80664488599042,144.9535424004917
642,C112,Unoccupied,"(-37.808825513519224, 144.97187528196002)",-37.808825513519224,144.97187528196002
5361,8903W,Unoccupied,"(-37.82409822525305, 144.96211501714058)",-37.82409822525305,144.96211501714058
8341,645W,Unoccupied,"(-37.81618810644635, 144.96953461682887)",-37.81618810644635,144.96953461682887
3917,C5748,Unoccupied,"(-37.80479934256647, 144.95533891201956)",-37.80479934256647,144.95533891201956
5017,9449S,Present,"(-37.830255286799684, 144.96593472032285)",-37.830255286799684,144.96593472032285
4379,C7192,Unoccupied,"(-37.80754433786831, 144.95295068458603)",-37.80754433786831,144.95295068458603
2663,10170E,Unoccupied,"(-37.80435822131767, 144.9494885385869)",-37.80435822131767,144.9494885385869
3371,6187W,Unoccupied,"(-37.806652234916356, 144.95114148280203)",-37.806652234916356,144.95114148280203
1892,987W,Unoccupied,"(-37.81831341043588, 144.96209694223612)",-37.81831341043588,144.96209694223612
3506,6659S,Present,"(-37.80877860059651, 144.95864942534774)",-37.80877860059651,144.95864942534774
4001,C6038,Present,"(-37.806169736607444, 144.95208450500195)",-37.806169736607444,144.95208450500195
4247,C6826,Present,"(-37.809458940985735, 144.9556238169763)",-37.809458940985735,144.9556238169763
5015,9447S,Unoccupied,"(-37.830244231466125, 144.96597270863515)",-37.830244231466125,144.96597270863515
2688,10197W,Unoccupied,"(-37.803609634862845, 144.94942976511823)",-37.803609634862845,144.94942976511823
3922,C5760,Unoccupied,"(-37.804648423233246, 144.95536603987242)",-37.804648423233246,144.95536603987242
5348,8877W,Present,"(-37.82531767208792, 144.96068072466193)",-37.82531767208792,144.96068072466193
3013,5088E,Unoccupied,"(-37.80463759165694, 144.95782799435162)",-37.80463759165694,144.95782799435162
3907,C5728,Present,"(-37.805177193776835, 144.95527099167967)",-37.805177193776835,144.95527099167967
3271,5830E,Unoccupied,"(-37.806714484474156, 144.95353012545496)",-37.806714484474156,144.95353012545496
4008,C6054,Unoccupied,"(-37.805980641706356, 144.9521184505153)",-37.805980641706356,144.9521184505153
4188,C6646,Unoccupied,"(-37.808541422189045, 144.9591283997378)",-37.808541422189045,144.9591283997378
4177,C6616,Present,"(-37.808416953404844, 144.9595582189984)",-37.808416953404844,144.9595582189984
4270,C6876,Unoccupied,"(-37.80936810877179, 144.9557893526814)",-37.80936810877179,144.9557893526814
3633,7584N,Unoccupied,"(-37.80559174454697, 144.95422564230262)",-37.80559174454697,144.95422564230262
1051,973W,Unoccupied,"(-37.81870463469922, 144.96227650552385)",-37.81870463469922,144.96227650552385
3834,C5544,Unoccupied,"(-37.80665469383226, 144.95407715763554)",-37.80665469383226,144.95407715763554
5896,C9024,Unoccupied,"(-37.80287587557753, 144.9670609601942)",-37.80287587557753,144.9670609601942
2323,2888N,Unoccupied,"(-37.810907523740994, 144.9666268212244)",-37.810907523740994,144.9666268212244
4361,C7156,Unoccupied,"(-37.80712310200124, 144.95381396511996)",-37.80712310200124,144.95381396511996
6063,13048N,Unoccupied,"(-37.82106378486651, 144.94346265553844)",-37.82106378486651,144.94346265553844
2256,3953S,Unoccupied,"(-37.812690507137376, 144.95336732046133)",-37.812690507137376,144.95336732046133
1292,4484E,Unoccupied,"(-37.8127273293113, 144.95416523342118)",-37.8127273293113,144.95416523342118
5360,8901W,Unoccupied,"(-37.82413759354036, 144.96206878558004)",-37.82413759354036,144.96206878558004
2252,3945S,Present,"(-37.81261862917434, 144.95362160189677)",-37.81261862917434,144.95362160189677
4398,C7230,Unoccupied,"(-37.807846347777684, 144.9523287050182)",-37.807846347777684,144.9523287050182
5867,C9170,Unoccupied,"(-37.79845224001575, 144.96520917346135)",-37.79845224001575,144.96520917346135
4298,C6932,Unoccupied,"(-37.809377574431565, 144.9560547857816)",-37.809377574431565,144.9560547857816
7062,4700Ea,Unoccupied,"(-37.80463110382532, 144.95901729620357)",-37.80463110382532,144.95901729620357
4394,C7222,Unoccupied,"(-37.80779350723506, 144.95243753350476)",-37.80779350723506,144.95243753350476
5022,9455S,Unoccupied,"(-37.8302858788631, 144.965829067967)",-37.8302858788631,144.965829067967
4357,C7148,Unoccupied,"(-37.807070223002626, 144.9539228674356)",-37.807070223002626,144.9539228674356
6748,6627S,Unoccupied,"(-37.8085392892571, 144.95947791717688)",-37.8085392892571,144.95947791717688
5013,9445S,Unoccupied,"(-37.8302333537833, 144.96601013077878)",-37.8302333537833,144.96601013077878
6749,6629S,Unoccupied,"(-37.80855847755369, 144.95941119429182)",-37.80855847755369,144.95941119429182
4036,C6110,Unoccupied,"(-37.80468600562186, 144.95234559605683)",-37.80468600562186,144.95234559605683
2675,10184E,Unoccupied,"(-37.803948891822756, 144.949560046036)",-37.803948891822756,144.949560046036
1052,975W,Unoccupied,"(-37.818654156115066, 144.9622532484584)",-37.818654156115066,144.9622532484584
4032,C6102,Unoccupied,"(-37.80478102145965, 144.9523285559688)",-37.80478102145965,144.9523285559688
5230,11514N,Unoccupied,"(-37.81172820317063, 144.95206978744298)",-37.81172820317063,144.95206978744298
2314,2855S,Unoccupied,"(-37.81075192758727, 144.96782788227944)",-37.81075192758727,144.96782788227944
2661,10168E,Unoccupied,"(-37.804416546517615, 144.94947831042316)",-37.804416546517615,144.94947831042316
918,C688,Unoccupied,"(-37.814239729403795, 144.9687587104906)",-37.814239729403795,144.9687587104906
864,686E,Unoccupied,"(-37.81413624354119, 144.9688357652647)",-37.81413624354119,144.9688357652647
3035,5136E,Unoccupied,"(-37.803019804394694, 144.95708108619985)",-37.803019804394694,144.95708108619985
4296,C6928,Unoccupied,"(-37.80939825401876, 144.9560509085984)",-37.80939825401876,144.9560509085984
5249,11523S,Present,"(-37.81184392505163, 144.95207745463983)",-37.81184392505163,144.95207745463983
4309,C6954,Unoccupied,"(-37.80925037904049, 144.95601475961075)",-37.80925037904049,144.95601475961075
4372,C7178,Unoccupied,"(-37.807439625215075, 144.9531662424701)",-37.807439625215075,144.9531662424701
4027,C6092,Unoccupied,"(-37.80495669586404, 144.95229762380393)",-37.80495669586404,144.95229762380393
879,780E,Present,"(-37.81195047079741, 144.96782860739688)",-37.81195047079741,144.96782860739688
1268,4460E,Unoccupied,"(-37.81375394177102, 144.95464267215107)",-37.81375394177102,144.95464267215107
3684,7644N,Unoccupied,"(-37.80494833451298, 144.9484029253028)",-37.80494833451298,144.9484029253028
3669,7628N,Present,"(-37.80497509749722, 144.94864127967384)",-37.80497509749722,144.94864127967384
3837,C5550,Unoccupied,"(-37.806584304655956, 144.9540451198374)",-37.806584304655956,144.9540451198374
4186,C6642,Present,"(-37.80852425616692, 144.95918789262674)",-37.80852425616692,144.95918789262674
3905,C5724,Present,"(-37.80522625027015, 144.95526217349115)",-37.80522625027015,144.95526217349115
2655,10159W,Unoccupied,"(-37.80465392902081, 144.94924754947715)",-37.80465392902081,144.94924754947715
3268,5826E,Unoccupied,"(-37.80676088168991, 144.9535219414902)",-37.80676088168991,144.9535219414902
3507,6660N,Unoccupied,"(-37.80860246469753, 144.95857092037357)",-37.80860246469753,144.95857092037357
3629,7578N,Unoccupied,"(-37.80562156829398, 144.95449038760398)",-37.80562156829398,144.95449038760398
3841,C5562,Unoccupied,"(-37.806465129427735, 144.95399080398576)",-37.806465129427735,144.95399080398576
3835,C5546,Unoccupied,"(-37.80663113872315, 144.95406643640456)",-37.80663113872315,144.95406643640456
3516,6676N,Unoccupied,"(-37.80867892311177, 144.95830745188204)",-37.80867892311177,144.95830745188204
4396,C7226,Unoccupied,"(-37.807819678246815, 144.952383630162)",-37.807819678246815,144.952383630162
4024,C6086,Unoccupied,"(-37.80502683874597, 144.9522851177424)",-37.80502683874597,144.9522851177424
3694,7656N,Unoccupied,"(-37.80497846789832, 144.956914516136)",-37.80497846789832,144.956914516136
4200,C6682,Unoccupied,"(-37.80873667807961, 144.95845516673938)",-37.80873667807961,144.95845516673938
4359,C7152,Unoccupied,"(-37.807096714720245, 144.9538683555503)",-37.807096714720245,144.9538683555503
3912,C5738,Unoccupied,"(-37.805029674375106, 144.95529750928762)",-37.805029674375106,144.95529750928762
2488,C2874,Unoccupied,"(-37.810709013284594, 144.9676187371634)",-37.810709013284594,144.9676187371634
3838,C5552,Unoccupied,"(-37.80656093303304, 144.95403448215598)",-37.80656093303304,144.95403448215598
4301,C6938,Unoccupied,"(-37.809330270096325, 144.95600001926937)",-37.809330270096325,144.95600001926937
886,797W,Unoccupied,"(-37.81133408286653, 144.96729994151607)",-37.81133408286653,144.96729994151607
6036,13083S,Present,"(-37.82113479065242, 144.94301661517727)",-37.82113479065242,144.94301661517727
2682,10191W,Unoccupied,"(-37.80377542661587, 144.94940056369148)",-37.80377542661587,144.94940056369148
909,C664,Unoccupied,"(-37.814502169812556, 144.96887680360908)",-37.814502169812556,144.96887680360908
9063,985W,Unoccupied,"(-37.81836934705734, 144.96212279570167)",-37.81836934705734,144.96212279570167
916,C680,Unoccupied,"(-37.814288525689115, 144.96878064119255)",-37.814288525689115,144.96878064119255
4029,C6096,Unoccupied,"(-37.80485069571662, 144.95231614632763)",-37.80485069571662,144.95231614632763
3396,6235W,Unoccupied,"(-37.80594155061086, 144.95081806074066)",-37.80594155061086,144.95081806074066
6092,13251S,Present,"(-37.82011525242285, 144.9431517749976)",-37.82011525242285,144.9431517749976
2660,10167W,Unoccupied,"(-37.80440418442524, 144.9492897972084)",-37.80440418442524,144.9492897972084
2667,10176E,Unoccupied,"(-37.80415897928181, 144.94952302106753)",-37.80415897928181,144.94952302106753
5346,8873W,Present,"(-37.82539182057477, 144.9605934088404)",-37.82539182057477,144.9605934088404
2658,10164E,Unoccupied,"(-37.804521879531585, 144.9494598162812)",-37.804521879531585,144.9494598162812
1893,989W,Unoccupied,"(-37.81825427138061, 144.9620693273518)",-37.81825427138061,144.9620693273518
3818,C5486,Unoccupied,"(-37.80728263826147, 144.95436191587947)",-37.80728263826147,144.95436191587947
7053,4666Ea,Unoccupied,"(-37.805653516399715, 144.95948789451333)",-37.805653516399715,144.95948789451333
4034,C6106,Unoccupied,"(-37.804733918602494, 144.95233706511698)",-37.804733918602494,144.95233706511698
8346,767Wa,Unoccupied,"(-37.81243621759688, 144.9678039100279)",-37.81243621759688,144.9678039100279
3262,5816E,Present,"(-37.80694424322287, 144.95348980330635)",-37.80694424322287,144.95348980330635
2686,10195W,Unoccupied,"(-37.803664376988664, 144.9494201510351)",-37.803664376988664,144.9494201510351
4254,C6840,Unoccupied,"(-37.80926994307797, 144.95566110647576)",-37.80926994307797,144.95566110647576
3686,7646N,Present,"(-37.80500159217506, 144.95712214565845)",-37.80500159217506,144.95712214565845
4256,C6844,Unoccupied,"(-37.8092295962456, 144.9556683639797)",-37.8092295962456,144.9556683639797
3957,C5882,Present,"(-37.80502575552135, 144.95379739471906)",-37.80502575552135,144.95379739471906
882,789W,Unoccupied,"(-37.811548168895655, 144.96739859882695)",-37.811548168895655,144.96739859882695
945,C786,Present,"(-37.81161963958506, 144.96755496945224)",-37.81161963958506,144.96755496945224
4066,C6170,Unoccupied,"(-37.80381216319044, 144.9525005404663)",-37.80381216319044,144.9525005404663
3977,C5922,Present,"(-37.804322468655904, 144.9539231482384)",-37.804322468655904,144.9539231482384
4013,C6064,Present,"(-37.80583792831153, 144.95214406960355)",-37.80583792831153,144.95214406960355
3348,6032E,Present,"(-37.80648440390729, 144.95214642968898)",-37.80648440390729,144.95214642968898
2999,5048E,Present,"(-37.805320727736856, 144.95814372075984)",-37.805320727736856,144.95814372075984
4010,C6058,Unoccupied,"(-37.80590733551236, 144.952131579965)",-37.80590733551236,144.952131579965
3813,C5466,Unoccupied,"(-37.8074008905007, 144.95441548939652)",-37.8074008905007,144.95441548939652
3975,C5918,Present,"(-37.804432818424715, 144.95390350719538)",-37.804432818424715,144.95390350719538
4403,C7240,Unoccupied,"(-37.80792434807715, 144.9521679122788)",-37.80792434807715,144.9521679122788
4324,C6986,Unoccupied,"(-37.80929193561419, 144.95621118531693)",-37.80929193561419,144.95621118531693
3844,C5568,Unoccupied,"(-37.80639428984537, 144.95395860656504)",-37.80639428984537,144.95395860656504
4380,C7194,Unoccupied,"(-37.80755608192737, 144.9529264961762)",-37.80755608192737,144.9529264961762
4286,C6908,Unoccupied,"(-37.80920486408468, 144.95581991090108)",-37.80920486408468,144.95581991090108
3610,7558N,Present,"(-37.806033996519375, 144.95867183356904)",-37.806033996519375,144.95867183356904
3828,C5524,Unoccupied,"(-37.80679216256973, 144.95413973020337)",-37.80679216256973,144.95413973020337
3909,C5732,Present,"(-37.805128137732524, 144.9552798098799)",-37.805128137732524,144.9552798098799
877,775W,Unoccupied,"(-37.81221754261522, 144.96770542370388)",-37.81221754261522,144.96770542370388
5267,4533W,Present,"(-37.81069585048778, 144.95297471034866)",-37.81069585048778,144.95297471034866
3350,6034E,Present,"(-37.80638211114966, 144.95216474182206)",-37.80638211114966,144.95216474182206
3959,C5886,Present,"(-37.804977874965644, 144.9538059499031)",-37.804977874965644,144.9538059499031
3279,5840E,Unoccupied,"(-37.80659848968227, 144.95355058329227)",-37.80659848968227,144.95355058329227
3281,5844E,Unoccupied,"(-37.806552092041514, 144.953558766649)",-37.806552092041514,144.953558766649
3561,7087S,Unoccupied,"(-37.80896248136547, 144.95361135956864)",-37.80896248136547,144.95361135956864
3940,C5796,Unoccupied,"(-37.80398540792126, 144.9554852483999)",-37.80398540792126,144.9554852483999
4377,C7188,Unoccupied,"(-37.80751916412699, 144.95300253082087)",-37.80751916412699,144.95300253082087
4424,C7688,Unoccupied,"(-37.80367125555499, 144.95515378078784)",-37.80367125555499,144.95515378078784
4356,C7142,Present,"(-37.80846791484835, 144.9525733452055)",-37.80846791484835,144.9525733452055
3911,C5736,Present,"(-37.805054202619075, 144.95529309991852)",-37.805054202619075,144.95529309991852
2322,2886N,Unoccupied,"(-37.8108887374072, 144.96669066831026)",-37.8108887374072,144.96669066831026
3836,C5548,Present,"(-37.80660767581779, 144.95405575694514)",-37.80660767581779,144.95405575694514
3858,C5612,Present,"(-37.80726545039158, 144.95490180880097)",-37.80726545039158,144.95490180880097
5879,12906N,Present,"(-37.79833223440656, 144.964953915928)",-37.79833223440656,144.964953915928
4362,C7158,Unoccupied,"(-37.80713630327168, 144.95378654885616)",-37.80713630327168,144.95378654885616
2324,2890N,Unoccupied,"(-37.81093248766649, 144.96654227147445)",-37.81093248766649,144.96654227147445
2325,2893S,Unoccupied,"(-37.8111698947865, 144.96637794247437)",-37.8111698947865,144.96637794247437
3820,C5494,Unoccupied,"(-37.80723525042285, 144.9543402966289)",-37.80723525042285,144.9543402966289
3913,C5740,Present,"(-37.80500514612093, 144.9553019180858)",-37.80500514612093,144.9553019180858
3282,5846E,Unoccupied,"(-37.806528893455734, 144.95356284829148)",-37.806528893455734,144.95356284829148
8330,C7734A,Unoccupied,"(-37.8031707374671, 144.95069360507088)",-37.8031707374671,144.95069360507088
3916,C5746,Unoccupied,"(-37.80482565498134, 144.95533418201455)",-37.80482565498134,144.95533418201455
3722,7733S,Unoccupied,"(-37.803275156334294, 144.95078278913218)",-37.803275156334294,144.95078278913218
3817,C5482,Unoccupied,"(-37.80730646410212, 144.9543725122746)",-37.80730646410212,144.9543725122746
3724,7737S,Unoccupied,"(-37.80325401620138, 144.95058834497473)",-37.80325401620138,144.95058834497473
2645,10119W,Present,"(-37.80325643016957, 144.94796492747898)",-37.80325643016957,144.94796492747898
4014,C6066,Unoccupied,"(-37.805734133247434, 144.95216266993137)",-37.805734133247434,144.95216266993137
4260,C6852,Unoccupied,"(-37.809510592273725, 144.9557626274517)",-37.809510592273725,144.9557626274517
3001,5052E,Unoccupied,"(-37.805265514029216, 144.95811795168993)",-37.805265514029216,144.95811795168993
3948,C5864,Unoccupied,"(-37.8052387829283, 144.95375936377005)",-37.8052387829283,144.95375936377005
4084,C6282,Unoccupied,"(-37.805020358224084, 144.9507813485468)",-37.805020358224084,144.9507813485468
881,787W,Unoccupied,"(-37.81160147807964, 144.9674231907233)",-37.81160147807964,144.9674231907233
3012,5086E,Unoccupied,"(-37.804660182853496, 144.95783832325395)",-37.804660182853496,144.95783832325395
3827,C5510,Present,"(-37.80706882866416, 144.9542646715394)",-37.80706882866416,144.9542646715394
3831,C5536,Unoccupied,"(-37.80672619347971, 144.95410969981918)",-37.80672619347971,144.95410969981918
4090,C6300,Present,"(-37.80476874676958, 144.95082582224578)",-37.80476874676958,144.95082582224578
3702,7667S,Unoccupied,"(-37.80406749384197, 144.95788992690052)",-37.80406749384197,144.95788992690052
4442,C7730,Unoccupied,"(-37.80318101848323, 144.95078523746167)",-37.80318101848323,144.95078523746167
5234,11522N,Present,"(-37.81184611103463, 144.9516526409932)",-37.81184611103463,144.9516526409932
4374,C7182,Unoccupied,"(-37.80746605177896, 144.95311195589082)",-37.80746605177896,144.95311195589082
2668,10177W,Unoccupied,"(-37.804148877137436, 144.9493349031893)",-37.804148877137436,144.9493349031893
3989,C5946,Unoccupied,"(-37.804026221723106, 144.9539758534026)",-37.804026221723106,144.9539758534026
3720,7723S,Present,"(-37.803521810537106, 144.9529787612068)",-37.803521810537106,144.9529787612068
4367,C7168,Unoccupied,"(-37.807213873238794, 144.9536295182072)",-37.807213873238794,144.9536295182072
4349,C7114,Present,"(-37.80802812515082, 144.95409821879917)",-37.80802812515082,144.95409821879917
927,C722,Present,"(-37.813645541218705, 144.96848423444078)",-37.813645541218705,144.96848423444078
3924,C5764,Unoccupied,"(-37.804495548133154, 144.95539354523032)",-37.804495548133154,144.95539354523032
3830,C5532,Unoccupied,"(-37.80674903143225, 144.95412009497187)",-37.80674903143225,144.95412009497187
6037,13085S,Present,"(-37.821119165074585, 144.94295135097482)",-37.821119165074585,144.94295135097482
4432,C7704,Unoccupied,"(-37.80362535960599, 144.95474956666084)",-37.80362535960599,144.95474956666084
3275,5834E,Present,"(-37.806668087276925, 144.9535383082356)",-37.806668087276925,144.9535383082356
3873,C5642,Unoccupied,"(-37.806819323504826, 144.95498160861192)",-37.806819323504826,144.95498160861192
3882,C5660,Unoccupied,"(-37.806567309722695, 144.95502658681517)",-37.806567309722695,144.95502658681517
